,나이,성별,직장,수면어려움정도,워치유저,워치착용슬립,어플사용유무,어플명,어플사용이유,잠필요시기,해결법,잠필요시기1,해결법1,어플-슬립사이클,어플-필로우,어플-오토슬립,어플-슬립지,어플-슬립워치,어플-스노어랩,어플-슬립모니터,어플-SaA,어플-삼성,어플-워치,어플-애플,어플-샤오미,어플-calm,어플-Asmr,어플-유튜브,어플-기타,연령대,이유-알람,이유-수면 모니터링,이유-수면 분석 리포트,이유-수면 유도,"이유-코골이, 이갈이 등 녹음"
618,21,여성,학생,8,0,0,0,NO,NO,,,"다음 날 몸을 많이 써야하는 일정이 있을 때 (ex.춤,운동)",지루한 영상을 틀고 눈을 계속 감고 있거나 밤을 지샌다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
619,23,여성,학생,8,1,1,1,오토슬립,수면 분석 리포트,시험기간 및 취업준비,유튜브로 수면유도음악을 켜놓고 잔다,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
620,24,여성,학생,10,0,1,0,NO,NO,,,평소,해결하지 않음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
621,20,여성,학생,8,1,0,1,필로우,수면 분석 리포트,시험기간,유튜브 수면 유도 영상 시청,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
622,21,여성,학생,5,0,0,0,NO,NO,,,시험기간,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
623,21,여성,학생,8,0,0,1,필로우,수면 유도,아침 수업 있는 날,안 자거나 영상 아무거나 틀어놓고 자요,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,1,0
624,24,여성,학생,8,0,0,1,오토슬립,수면 유도,시험기간,밤을 샙니다ㅠㅠ,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,1,0
625,20,여성,학생,8,1,0,1,삼성헬스,수면 분석 리포트,시험 기간,플레이리스트 듣는다,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20대,0,0,1,0,0
626,23,여성,학생,3,0,0,0,NO,NO,,,한 일이 많은 날,공부한 내용을 상기한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
627,23,남성,학생,8,0,0,0,NO,NO,,,매일,양을 센다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
628,20,여성,학생,9,0,0,1,슬립사이클,"알람, 수면 분석 리포트, 수면 유도",시험 기간 규칙적으로 잠을 잘 못할때 자주 잠에서 깰때,방법을 몰라서 졸릴때까지 휴대폰한다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,0,1,1,0
629,26,남성,학생,3,0,0,0,NO,NO,,,평소 핸드폰을 보지 않고 이른 시간에 자고 싶음,어려워유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
630,21,여성,학생,7,0,0,0,NO,NO,,,"시험기간, 중요한 날 전날밤",유튜브나 넷플릭스를 틀어놓고 눈을 감는다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
631,21,여성,학생,5,0,0,0,NO,NO,,,시험기간,Asmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
632,23,여성,학생,5,0,0,0,NO,NO,,,"시험기간, 새벽",휴대폰을 놓고 눈을 감고있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
633,25,여성,직장인,2,1,0,1,삼성헬스케어,수면 분석 리포트,매일매일 필요해요,"억지로 자려고 눈감고있기, 책읽기",,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20대,0,0,1,0,0
634,24,여성,학생,4,0,0,0,NO,NO,,,시험기간,"낮잠 쪽잠, 다음날 이른 수면",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
635,23,남성,학생,6,0,0,0,NO,NO,,,시험기간,커피를 먹는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
636,23,여성,취준생,7,0,0,0,NO,NO,,,시험기간,"생활하면서 쪽잠을 자거나, 에너지드링크 섭취",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
637,22,남성,학생,8,0,0,0,NO,NO,,,"피곤해서 기력이 없을 때
내일 아침 일찍 일어나야 하는데 잠이 안올 때",전자기기를 최대한 멀리두고 눈을 감고 오늘 하루를 일기쓰듯 떠올린다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
638,24,남성,학생,5,0,0,0,NO,NO,,,시험기간,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
639,26,남성,학생,6,1,0,0,NO,NO,,,항상,"술, asmr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
640,20,남성,학생,6,0,0,0,NO,NO,,,다음 날 일찍 일어나야할 때,유튜브에 잠 잘오는 수면 음향 틀어두기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
641,24,여성,학생,7,0,0,1,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트","시험 직전, ",유튜브 수면 유도 영항,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,1,0,0
642,24,남성,학생,7,0,0,0,NO,NO,,,알바가기 전 날,에너지 드링크나 커피를 마셔요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
643,23,여성,학생,5,1,1,0,NO,NO,,,시험기간,맥주한캔 마시고 잠들기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
644,21,여성,시험 준비생,8,0,0,1,슬립사이클,"수면 모니터링, 수면 분석 리포트",새벽이요.. 핸드폰 사용하다보면 잠 패턴을 쉽게 무너뜨리게 되는데 한 번 패턴이 망가지면 하루 사이클 자체가 무너지더라고요. 요새도 패턴이 무너져서 오전 약속을 잡기가 두려워요.,명상을 하거나 그냥 눈을 감고 있거나 잠이 올 때까지 버티거나 전생체험을 틀어놓습니다.,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
645,21,여성,학생,3,0,0,0,NO,NO,,,시험 기간,눈감고있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
646,24,남성,학생,8,1,1,0,NO,NO,,,"시험기간, 다음날 일찍 일어나야할때",일단 눈감고 그냥 있다가 정 잠이 안오면 핸드폰 보다가 자연스럽게 잠든다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
647,20,남성,학생,1,0,0,0,NO,NO,,,시험 기간,자려고 노력한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
648,21,여성,학생,3,0,0,0,NO,NO,,,아플때,잠이올때까지 영상을본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
649,24,남성,학생,6,0,0,0,NO,NO,,,평소,스마트폰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
650,24,여성,학생,9,1,1,1,슬립사이클,"수면 모니터링, 수면 분석 리포트",매일,지칠때까지 휴대폰보거나 눈감고 잠 유도,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
651,22,남성,학생,7,1,1,1,미밴드,"수면 모니터링, 수면 분석 리포트",일상,밤샘,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20대,0,1,1,0,0
652,20,여성,학생,4,1,1,0,NO,NO,,,"시험기간,중요한 일 앞둔 날",백색소음혹은 asmr 듣기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
653,24,여성,시험 준비생,8,0,0,0,NO,NO,,,시험 기간,잠이 올때까지 기다려요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
654,22,여성,학생,10,1,1,0,NO,NO,,,"피곤할때, 밤을 많이 새야하는 기간",해결을 못 하고 있음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
655,24,여성,학생,4,0,0,0,NO,NO,,,피곤할때,유튜브 최면영상을 틀면 바로 잠이 들거나 무서운이야기를 해주는 영상을 틀어놓는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
656,23,여성,학생,8,1,0,0,NO,NO,,,"시험기간, 외출 안하고 집에만 있는날",딱히 없습니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
657,22,여성,학생,3,1,0,0,NO,NO,,,시험기간,낮잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
658,21,여성,학생,7,1,1,0,NO,NO,,,전날 푹 자지 못했을 때,누워서 눈을 감고 내일 할 일을 간단하게 정리해본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
659,28,여성,취준생,8,1,0,1,오토슬립,"알람, 수면 모니터링, 수면 분석 리포트",바쁘고 지친 날,"이북 읽기, 수면 유도 음악 듣기",,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,1,0,0
660,21,여성,학생,8,0,0,0,NO,NO,,,평소에 늘,수면 asmr을 튼다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
661,22,여성,학생,10,0,0,0,NO,NO,,,언제든 밤에..,그냥 늦게 자고 피곤합니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
662,21,여성,학생,8,0,0,0,NO,NO,,,"시험기간, 운동 가기 전",유튜브 잠박사 영상을 틀고 잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
663,21,여성,학생,3,0,0,0,NO,NO,,,스트레스 받을 때,최대한 몸에 힘을 빼고 잡생각을 버리려 함,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
664,21,여성,학생,4,0,0,1,오토슬립,수면 분석 리포트,시험 기간,커피를 마심,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
665,22,여성,학생,8,0,0,0,NO,NO,,,매일 (잠에 잘 들지 못하고 잘 깨지도 못함),잔잔한 노래를 틀어놓고 눈을 감고 있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
666,24,남성,학생,8,0,0,0,NO,NO,,,시험전날이나 아침일찍 수업이 있는경우전날,유튜브로 asmr을 들으면서 잠에 듭니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
667,23,남성,학생,6,0,0,0,NO,NO,,,시험기간,눈을 감는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
668,26,여성,학생,8,1,0,1,슬립사이클,알람,평일,그런 적은 거의 없는 것 같다... 정말 못 자면서 빨리 자야되는 경우라면 평화로운 음악을 틀고 눈을 감는다.,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,0,0,0,0
669,22,여성,학생,7,0,0,0,NO,NO,,,시험 기간,눈 감고 누워있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
670,24,여성,학생,6,0,0,1,기억안남,수면 분석 리포트,자는 시간이 미뤄졌을때 필요해요 적어도 2시엔 자고싶은데 4시 5시까지 못잔다든지...,핸드폰이나 음악듣기,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,0,0,1,0,0
671,21,여성,학생,10,0,0,0,NO,NO,,,시험기간,잠이 올 때까지 휴대폰을 합니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
672,21,여성,학생,4,0,0,0,NO,NO,,,"시험기간, 다음날 일하는날",폰 블루라이트 모드을 끄고 하다가 잠듦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
673,22,여성,학생,6,1,0,0,NO,NO,,,우울할 때,그냥 누워있음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
674,21,남성,학생,9,0,0,0,NO,NO,,,평상시,폰을 본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
675,24,여성,학생,6,0,0,1,필로우,수면 모니터링,아침 일찍 출근이 예정되어 있을 때,최대한 편한 자세로 눕고 생각을 비운다.,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
676,20,여성,학생,6,0,0,1,슬립사이클,수면 분석 리포트,"시험기간, 중요한 약속",Asmr을 계속 듣는다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
677,20,여성,학생,9,0,0,0,NO,NO,,,시험기간,Asmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
678,22,남성,학생,8,0,0,0,NO,NO,,,매일 규칙적으로,그냥 누워있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
679,22,여성,학생,6,1,0,0,NO,NO,,,"시험 기간, 방학과 같이 자유가 많은 시간은 규칙적 잠이 필요함",일어나서 다른 일을 한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
680,22,여성,학생,6,1,0,0,NO,NO,,,새벽에 폰만 볼 때,asmr 틀기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
681,20,남성,학생,9,0,0,0,NO,NO,,,시험기간,"잠을 안자요 ,, 그냥 끙끙 대다 자요 어느새",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
682,20,여성,학생,8,0,0,0,NO,NO,,,시험기간,노래를 듣는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
683,26,여성,프리랜서,8,0,0,1,코골이 어플,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",사업추진기간,커피 밀크티 타피오카펄버블티,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,1
684,23,여성,학생,2,0,0,0,NO,NO,,,너무 바쁜스케줄일때,한꺼번에 몰아자기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
685,23,남성,학생,1,0,0,0,NO,NO,,,운동 후,잠들려고 노력합니다. 양도 세요!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
686,21,여성,학생,7,1,1,0,NO,NO,,,중요한 시험 전날,지루한 영상 틀어놓기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
687,23,여성,학생,8,1,1,0,NO,NO,,,시험기간,낮잠을잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
688,22,여성,학생,8,1,1,0,NO,NO,,,일상,양을 센다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
689,21,여성,학생,2,0,0,0,NO,NO,,,"시험 기간, 카페인 섭취가 많은 날","asmr듣기, 노래듣기",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
690,22,여성,학생,9,1,0,0,NO,NO,,,방학,유튜브,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
691,22,여성,학생,8,1,1,0,NO,NO,,,시험기간 혹은 밤샘 후,자지 않음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
692,29,남성,학생,5,0,0,0,NO,NO,,,시험기간,유튜브를 봅니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
693,21,여성,학생,4,0,0,0,NO,NO,,,시험기간,노래듣습니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
694,23,여성,학생,9,0,0,0,NO,NO,,,오전알바가기 전날,그냥 눈만 감고 있는다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
695,23,남성,학생,6,0,0,0,NO,NO,,,새벽2시,유튜브,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
696,23,남성,학생,8,0,0,0,NO,NO,,,항상,지쳐서 잠듬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
697,24,여성,학생,8,1,0,0,NO,NO,,,다음날 오전수업과 같이 졸지 않고 집중해야하는 오전 스케쥴이 있을때,그냥 안 자고 졸릴 때까지 있다가 덜 자고 일어나 다음날 하루를 보낸다...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
698,20,여성,학생,3,1,1,1,필로우,"수면 모니터링, 수면 분석 리포트",피곤해서 낮잠 잘 때,억지로 잠들려 하면 가위눌림,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
699,23,여성,학생,8,1,0,0,NO,NO,,,오전 일정에 중요한 일이 있는 시즌,졸릴때까지 그냥 안자고 다른 일을 한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
700,20,여성,학생,7,0,0,0,NO,NO,,,"불안할때, 외로울 때",휴대폰 잠 관련 유튜브,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
701,20,여성,학생,3,0,0,0,NO,NO,,,항상,박카스를 마시면서 밤을 새운다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
702,24,남성,학생,4,1,0,0,NO,NO,,,아침수업 전날밤,새벽에 억지로 자던가 아침까지 안자기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
703,20,여성,학생,4,1,0,0,NO,NO,,,"시험기간,알바가기전",잔잔한 노래를 듣거나 asmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
704,20,남성,학생,7,0,0,1,슬립지,"수면 모니터링, 수면 분석 리포트",시험 준비 중,"일부러 현재보다 조금 덜 자서 각성 유도, 
낮의 5분 쪽잠, 
시험 끝난 후를 상상하며 행복회로 돌려 희망 주기",,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
705,21,여성,학생,10,0,0,0,NO,NO,,,밤,휴대폰 끄기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
706,20,여성,학생,8,0,0,0,NO,NO,,,평일마다 필요하지만 특히 시험기간에 가장 필요,유튜브에 수면유도 영상 틀어두기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
707,22,여성,학생,4,0,0,0,NO,NO,,,시험기간☆☆☆☆,카페인으로 최대한 버텨본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
708,20,여성,학생,10,0,0,1,오토슬립,알람,시험,구냥 눈 감는다,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,0,0,0,0
709,25,여성,취준생,7,0,0,0,NO,NO,,,시험 기간,잠 들때까지 어거지로 자요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
710,23,여성,학생,6,0,0,0,NO,NO,,,시험 기간,유튜브를 본다 가끔 ASMR 듣는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
711,23,여성,학생,9,1,1,0,NO,NO,,,늘.. 시험기간에는 더 심합니다,그냥 안자요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
712,24,여성,학생,9,1,1,0,NO,NO,,,거의 매일,늦게까지 유튜브 시청하다 매우 졸릴경우 잠듬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
713,26,남성,학생,8,1,1,0,NO,NO,,,새벅 3~4시 잠들어야하는데 안들띠니,집들어와서 1시간 쪽잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
714,21,여성,학생,4,0,0,0,NO,NO,,,"시험 기간, 다음날 오전 수업 있을 때",무작정 눈을 감는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
715,22,여성,학생,10,0,0,1,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트",학기 중. ,안잔다.,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,1,0,0
716,25,여성,학생,8,1,0,0,NO,NO,,,시험 기간,가만히 멍 때린다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
717,27,여성,취준생,8,1,1,0,NO,NO,,,자다가 새벽에 갑자기 깨서 못자는 상태일 때,일단 누움,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
718,28,여성,학생,10,0,0,0,NO,NO,,,시험기간,하루 밤새기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
719,21,여성,학생,3,1,1,1,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트",일정이 많아 오래 못잤을 때,시간을 쪼개서 졸거나 잡니다…,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,1,0,0
720,20,남성,학생,4,0,0,0,NO,NO,,,"시험기간, 건축 마감 기간",잠으로 피곤함을 없애지 못할 때 최소한의 움직임이나 자연과 함께 하는 방법으로 휴식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
721,25,남성,학생,8,0,0,0,NO,NO,,,잠의 부족보다는 수면 패턴이 불규칙하다. 특히 시험기간과 방학때 알바 안하면 3일에 2번정도 자는것 같다,핸드폰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
722,22,여성,학생,6,0,0,0,NO,NO,,,시험기간 직전,밤을 샌다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
723,20,여성,학생,8,0,0,0,NO,NO,,,시험 기간,누워서 눈 감고 있습니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
724,22,여성,학생,10,1,1,0,NO,NO,,,알바 끝난 직후,밥을 먹는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
725,22,여성,학생,9,0,0,0,NO,NO,,,새벽에 깼을 때,"숙면 유도 음악을 듣거나, 말랑한 인형을 안고 자려고 해요.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
726,22,남성,학생,7,0,0,0,NO,NO,,,시험기간,양을 셉니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
727,22,남성,학생,5,0,0,0,NO,NO,,,시험기간,커피,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
728,22,여성,학생,8,0,0,0,NO,NO,,,중요한 일정 전날,잔잔한 노래 감상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
729,22,여성,학생,8,0,0,0,NO,NO,,,과제수행,잠이 올 때 까지 논다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
730,20,여성,학생,10,0,0,0,NO,NO,,,매일,유튜브로 수면 유도 음악을 잠이 들 때까지 몇 시간 정도 반복해 둔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
731,23,남성,학생,7,1,1,0,NO,NO,,,항상 규칙적 수면 원함,라디오를 소리를 작게 틀어놓음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
732,20,여성,학생,10,0,0,0,NO,NO,,,매일,"수면안대 착용, 인형 안고 잠",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
733,26,남성,학생,7,1,1,1,슬립사이클,"수면 모니터링, 수면 분석 리포트",다음날 중요한 일 있을 때,"수면 asmr, 수면유도제, 졸릴 때까지 핸드폰",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
734,20,여성,학생,6,1,0,0,NO,NO,,,시험기간,커피마시기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
735,22,남성,학생,5,0,0,0,NO,NO,,,11시30분,가만히 누워있눈다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
736,20,여성,학생,4,1,1,1,오토슬립,수면 분석 리포트,일찍 자야되는 걸 알면서 3-4시까지 못 잘 때,휴대폰 하다가 잠이 다 날라가요,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
737,20,여성,학생,8,0,0,0,NO,NO,,,학기 중,다른 일을 하다가 피곤해지면 잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
738,20,여성,학생,8,0,0,0,NO,NO,,,아침,그냥 누워 있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
739,24,남성,학생,7,1,1,0,NO,NO,,,시험기간,asmr틀고잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
740,23,여성,학생,7,0,0,0,NO,NO,,,시험기간,잠올때까지 누워있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
741,22,여성,학생,5,0,0,0,NO,NO,,,"시험기간, 생리중",그냥 눈 계속 감고 있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
742,28,남성,학생,8,0,0,0,NO,NO,,,저녁 식사 직후,"옆으로 돌아눕기, 책읽기 등",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
743,22,여성,학생,7,0,0,0,NO,NO,,,항상 새벽에 잠을 잘 못 잔다,조용하고 어둡고 포근한 수면환경을 만드려고 노력,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
744,21,여성,학생,3,0,0,0,NO,NO,,,"시험 기간, 생리 전",누워서 잠이 오도록 기다린다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
745,21,여성,학생,2,0,0,0,NO,NO,,,시험 기간,잔잔한 음악을 듣는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
746,23,여성,학생,7,0,0,0,NO,NO,,,시험기간,쉼호흡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
747,21,여성,학생,8,0,0,1,스노어랩,"알람, 코골이, 이갈이 등 녹음",학기 중,계속 앉아있고 물을 수시로 마신다,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20대,1,0,0,0,1
748,23,여성,학생,2,0,0,0,NO,NO,,,"시험, 과제기간",졸릴때까지 있습니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
